employee_id,years_experience,gender,education_level,job_title,location,work_mode,primary_language,performance_rating,projects_completed,team_size,overtime_hours_month,certifications_count,github_contributions,birth_month,bonus_percentage,stock_options,remote_work_days,satisfaction_score,salary_category
EMP_4601,6,female,Bachelor,Tech Lead,"Berlin, DE",On-site,C++,2.7,16,9,1,2,154,February,8,Yes,3,1.5,Low
EMP_4602,10,male,Bachelor,Product Manager,"New York, NY",On-site,C++,2.8,17,12,5,4,256,September,9,Yes,2,1.9,Medium
EMP_4603,8,male,Bachelor,Frontend Developer,"Los Angeles, CA",Hybrid,C++,2.7,19,15,1,5,544,May,17,Yes,5,1.6,Medium
EMP_4604,13,female,Bachelor,Software Engineer,"Atlanta, GA",On-site,Rust,2.9,23,4,5,5,412,September,25,Yes,5,2.4,Low
EMP_4605,16,female,Master,Tech Lead,"Chicago, IL",Hybrid,TypeScript,3.8,31,7,0,7,402,September,15,No,3,3.1,High
EMP_4606,12,male,Bachelor,DevOps Engineer,"New York, NY",On-site,TypeScript,2.8,23,11,8,8,355,April,20,Yes,2,1.7,Medium
EMP_4607,9,female,Bachelor,Security Engineer,"San Francisco, CA",Remote,C++,3.4,22,14,0,6,344,March,18,Yes,5,1.1,Medium
EMP_4608,5,male,Bachelor,Solutions Architect,"Denver, CO",Hybrid,C++,3.3,18,4,8,3,451,July,6,Yes,3,1,Medium
EMP_4609,5,male,Bachelor,Cloud Architect,"London, UK",On-site,C++,2.5,21,14,1,2,137,November,16,,4,3.9,Medium
EMP_4610,13,female,High School,Backend Developer,"Chicago, IL",On-site,Swift,3.2,23,3,15,9,344,March,,No,2,2.4,Low
EMP_4611,19,male,Master,Solutions Architect,"Boston, MA",Hybrid,Java,2.8,24,1,1,7,493,November,20,No,0,2.4,High
EMP_4612,14,female,Bachelor,DevOps Engineer,"Los Angeles, CA",On-site,Rust,2.9,27,5,8,7,407,May,,Yes,4,3.4,Medium
EMP_4613,12,male,PhD,Full Stack Developer,"New York, NY",Hybrid,C++,3.6,25,10,6,5,453,June,22,No,5,3.2,High
EMP_4614,0,female,Bachelor,ML Engineer,"Denver, CO",Remote,Go,2.7,9,3,1,1,413,November,5,No,4,4.2,Low
EMP_4615,30,male,Master,QA Engineer,"Boston, MA",On-site,TypeScript,4.6,42,7,5,12,756,February,7,Yes,3,3,High
EMP_4616,5,female,Bachelor,Cloud Architect,"Berlin, DE",Remote,JavaScript,2.7,16,6,11,4,437,March,,Yes,5,1.1,Low
EMP_4617,14,male,Bachelor,DevOps Engineer,"Denver, CO",Remote,Java,4.2,29,3,1,7,375,May,18,Yes,2,3.8,Medium
EMP_4618,24,female,Bachelor,Engineering Manager,"Atlanta, GA",On-site,TypeScript,4.6,30,6,3,12,767,September,13,Yes,0,2.3,High
EMP_4619,5,male,PhD,Software Engineer,"Toronto, CA",Remote,C++,3.2,19,5,5,2,180,December,13,Yes,0,3.2,Medium
EMP_4620,7,female,PhD,Data Scientist,"New York, NY",On-site,Python,2.3,16,11,10,3,249,October,12,Yes,0,4.2,Medium
EMP_4621,19,male,Master,Solutions Architect,"Los Angeles, CA",On-site,Java,3.4,30,8,4,7,508,April,17,No,2,3.7,High
EMP_4622,9,female,Bachelor,Frontend Developer,"Seattle, WA",Hybrid,Swift,3.6,20,5,16,4,388,May,6,Yes,3,3.4,Low
EMP_4623,2,male,Bachelor,Backend Developer,"Chicago, IL",On-site,Rust,3.7,10,15,4,1,166,February,22,Yes,3,1.4,Low
EMP_4624,10,female,Master,Security Engineer,"Toronto, CA",Hybrid,Go,4.4,17,7,6,3,362,November,15,No,1,2.4,Medium
EMP_4625,0,female,Master,ML Engineer,"New York, NY",Remote,Rust,2.3,14,15,29,1,49,July,13,Yes,0,4.9,Medium
EMP_4626,5,male,Master,Tech Lead,"San Francisco, CA",On-site,Swift,3.8,15,2,7,5,131,June,20,No,3,2.5,High
EMP_4627,23,female,Bachelor,Data Scientist,"Chicago, IL",Hybrid,Go,3.1,34,9,16,9,611,August,7,No,5,4.2,Medium
EMP_4628,8,male,Bachelor,DevOps Engineer,"Chicago, IL",Hybrid,Java,2.5,20,15,0,4,226,November,24,,2,4.1,Low
EMP_4629,11,male,High School,Security Engineer,"Atlanta, GA",Remote,C++,3.6,19,12,1,5,310,April,9,No,0,1.5,Medium
EMP_4630,7,female,Bachelor,Software Engineer,"Boston, MA",On-site,Rust,3.3,18,7,1,5,321,April,15,No,4,4.3,Low
EMP_4631,12,male,Master,UI/UX Designer,"New York, NY",Remote,JavaScript,3.3,19,5,15,8,359,November,14,,5,4.1,Medium
EMP_4632,22,male,Master,Data Analyst,Remote,Hybrid,Python,3.5,34,3,2,11,794,February,20,,5,3.9,Medium
EMP_4633,5,female,PhD,ML Engineer,"New York, NY",Remote,Java,2.6,18,1,2,4,162,July,,Yes,2,4.4,Medium
EMP_4634,7,male,High School,Engineering Manager,"Austin, TX",On-site,Python,3.2,16,9,10,3,179,January,,Yes,2,1.9,Medium
EMP_4635,12,female,Master,DevOps Engineer,"Seattle, WA",Hybrid,C++,2.7,24,5,3,8,372,October,24,No,0,1,Medium
EMP_4636,3,male,Bachelor,Full Stack Developer,"Toronto, CA",Hybrid,Swift,2.6,13,9,29,4,198,June,9,No,2,,Low
EMP_4637,3,female,Master,ML Engineer,"London, UK",Remote,Swift,2.7,8,15,42,5,488,March,18,No,3,1.4,Low
EMP_4638,30,male,Master,Product Manager,"Boston, MA",Remote,Python,3.5,43,3,12,11,777,December,20,Yes,3,,High
EMP_4639,1,female,Bachelor,Solutions Architect,"Seattle, WA",Remote,TypeScript,1.9,12,12,0,1,58,December,18,Yes,1,4.9,Low
EMP_4640,17,male,Master,Data Scientist,"Berlin, DE",Hybrid,C++,3.2,25,12,1,7,599,July,22,Yes,3,3.6,Medium
EMP_4641,10,female,Bachelor,Solutions Architect,"New York, NY",On-site,C++,3.1,20,12,3,3,275,April,6,Yes,3,1.1,Medium
EMP_4642,10,female,Bachelor,Cloud Architect,"New York, NY",On-site,C++,2.8,24,1,21,5,546,February,11,No,4,2.7,Medium
EMP_4643,9,male,Bachelor,Security Engineer,"Atlanta, GA",On-site,Python,3,19,5,6,4,227,December,7,No,1,,Medium
EMP_4644,14,female,Master,Tech Lead,"London, UK",Hybrid,C++,4.1,21,5,1,4,863,July,24,No,0,1.4,High
EMP_4645,15,female,Bachelor,ML Engineer,"Los Angeles, CA",Remote,Go,3.5,28,2,4,6,449,January,20,No,,1.5,Medium
EMP_4646,10,female,Bachelor,DevOps Engineer,Remote,Hybrid,JavaScript,3.3,20,14,7,4,396,February,10,No,1,1.4,Low
EMP_4647,9,male,High School,UI/UX Designer,"London, UK",Remote,Java,3.4,18,2,7,9,365,October,11,No,1,3.3,Medium
EMP_4648,28,female,Bachelor,DevOps Engineer,"Boston, MA",On-site,JavaScript,3.7,41,4,6,12,726,May,20,Yes,1,2.4,High
EMP_4649,21,male,Bachelor,Data Analyst,"Denver, CO",Remote,Python,3.4,34,10,29,8,722,October,22,Yes,0,2.6,Medium
EMP_4650,7,male,High School,Engineering Manager,"Boston, MA",Remote,TypeScript,2.8,13,8,3,5,201,October,25,No,0,2.5,Medium
EMP_4651,20,female,High School,Engineering Manager,"Toronto, CA",On-site,Swift,2.6,26,14,1,9,509,April,20,No,4,3.2,High
EMP_4652,18,female,High School,Engineering Manager,"Atlanta, GA",Remote,Java,3.5,27,1,13,7,457,September,16,Yes,0,1.5,Medium
EMP_4653,6,male,Master,Backend Developer,"San Francisco, CA",Remote,C++,3,11,6,9,3,163,April,13,Yes,1,3.2,Medium
EMP_4654,1,male,Bachelor,Frontend Developer,Remote,Remote,C++,1.5,6,10,24,2,200,September,17,Yes,4,4.8,Low
EMP_4655,14,male,Bachelor,UI/UX Designer,"Atlanta, GA",Hybrid,Swift,3.2,24,3,10,6,355,January,20,Yes,0,3.4,Medium
EMP_4656,6,female,Bachelor,Engineering Manager,"Chicago, IL",Remote,Swift,2.9,12,11,1,2,241,November,12,No,3,1.6,Medium
EMP_4657,15,male,Bachelor,Software Engineer,"Los Angeles, CA",Remote,Go,3.2,22,15,25,7,411,April,10,No,4,2.4,Medium
EMP_4658,12,female,Master,Solutions Architect,"San Francisco, CA",On-site,Python,3.6,21,3,10,4,522,August,16,No,0,2.1,Medium
EMP_4659,5,male,Bachelor,Engineering Manager,"Atlanta, GA",On-site,TypeScript,1,14,9,4,3,240,January,21,Yes,0,4.7,Medium
EMP_4660,3,male,PhD,Backend Developer,"Austin, TX",Remote,TypeScript,2.4,13,5,0,3,228,February,,No,5,4.2,Low
EMP_4661,4,female,Master,QA Engineer,"Los Angeles, CA",On-site,Rust,3.3,9,13,0,3,127,March,15,Yes,3,3.9,Low
EMP_4662,6,male,Bachelor,Software Engineer,"Toronto, CA",On-site,Swift,2.7,11,12,5,3,155,April,16,Yes,0,4.3,Low
EMP_4663,8,female,Master,ML Engineer,Remote,Hybrid,Rust,3,14,11,11,5,256,July,6,Yes,1,4.7,Medium
EMP_4664,2,female,Bachelor,Tech Lead,"Austin, TX",Hybrid,Java,1.9,7,3,15,6,52,June,21,Yes,4,,Low
EMP_4665,4,male,High School,DevOps Engineer,"Seattle, WA",Hybrid,Rust,2.2,15,9,9,3,393,May,,Yes,1,1.8,Low
EMP_4666,25,female,PhD,Data Analyst,"Denver, CO",Hybrid,JavaScript,3.9,35,4,4,9,634,October,21,Yes,0,2.8,Medium
EMP_4667,8,female,Bachelor,UI/UX Designer,"New York, NY",Remote,C++,2.3,19,3,7,4,387,August,22,Yes,0,4.8,Low
EMP_4668,3,female,Master,UI/UX Designer,"Austin, TX",On-site,JavaScript,2.5,16,12,11,1,113,May,16,,4,2.8,Low
EMP_4669,15,male,PhD,Software Engineer,"Atlanta, GA",On-site,Go,3.2,23,5,1,6,443,July,8,Yes,4,3.3,Medium
EMP_4670,7,male,High School,DevOps Engineer,"New York, NY",Remote,Swift,1.7,16,2,10,3,240,April,22,Yes,0,3.8,Low
EMP_4671,4,female,Bachelor,Software Engineer,Remote,On-site,TypeScript,2.9,8,14,4,1,140,February,17,Yes,0,1.2,Low
EMP_4672,3,male,Bachelor,Solutions Architect,"Atlanta, GA",Remote,Java,2.2,16,14,1,3,130,September,5,Yes,5,2.1,Low
EMP_4673,17,male,High School,Tech Lead,"Chicago, IL",Hybrid,Rust,3.9,23,3,9,7,500,December,9,No,1,1.2,Medium
EMP_4674,14,female,Bachelor,UI/UX Designer,"New York, NY",Hybrid,Go,3.6,23,1,0,8,408,January,10,No,5,1.7,Medium
EMP_4675,6,female,High School,UI/UX Designer,"London, UK",On-site,TypeScript,2.8,13,11,5,6,310,November,18,No,5,3.4,Low
EMP_4676,13,female,Bachelor,ML Engineer,"London, UK",On-site,Java,4,30,1,4,5,631,September,21,Yes,1,2,Medium
EMP_4677,22,male,Bachelor,UI/UX Designer,"Austin, TX",On-site,TypeScript,4,26,8,3,8,636,April,17,Yes,2,1.9,High
EMP_4678,7,male,Master,Backend Developer,"Atlanta, GA",Hybrid,Python,2.4,16,12,12,5,239,October,9,Yes,0,2.8,Low
EMP_4679,0,female,Bachelor,Solutions Architect,"Austin, TX",On-site,Java,2.3,9,6,0,0,229,September,13,No,4,3.9,Low
EMP_4680,14,male,Bachelor,DevOps Engineer,"Atlanta, GA",Remote,Go,3,21,7,5,7,391,September,15,No,2,3.6,Medium
EMP_4681,4,male,Master,Solutions Architect,"London, UK",On-site,C++,3.2,11,6,1,4,199,August,18,Yes,1,2.2,Medium
EMP_4682,30,male,Bachelor,DevOps Engineer,"Chicago, IL",On-site,Python,4.5,39,10,33,12,1047,August,17,No,0,1.7,High
EMP_4683,9,male,High School,ML Engineer,"Boston, MA",Hybrid,Python,3.3,15,3,2,4,290,February,25,Yes,0,3.1,Medium
EMP_4684,12,male,Bachelor,QA Engineer,"Austin, TX",Hybrid,Rust,2.9,20,12,0,7,341,March,25,No,0,3.1,Medium
EMP_4685,9,female,Bachelor,Data Scientist,"San Francisco, CA",Hybrid,C++,2.6,18,9,1,6,457,September,8,Yes,4,4.8,Medium
EMP_4686,5,male,Bachelor,UI/UX Designer,"Los Angeles, CA",Remote,TypeScript,2.7,22,7,6,2,131,July,15,No,1,1.3,Low
EMP_4687,18,female,Bachelor,Software Engineer,"Atlanta, GA",Remote,TypeScript,2.6,27,9,4,10,569,April,25,Yes,1,,Low
EMP_4688,5,female,Bachelor,Tech Lead,"Berlin, DE",Remote,TypeScript,2.8,17,7,3,2,295,March,20,Yes,3,1.3,Medium
EMP_4689,12,female,Bachelor,Security Engineer,"Los Angeles, CA",On-site,TypeScript,3.2,23,6,3,5,314,April,,No,5,3.1,Medium
EMP_4690,19,male,PhD,Cloud Architect,"Seattle, WA",On-site,Java,3.3,28,1,3,8,612,April,10,No,5,2.8,High
EMP_4691,4,female,Bachelor,Backend Developer,"Atlanta, GA",Hybrid,C++,2.9,14,9,4,3,232,January,18,No,2,3.2,Low
EMP_4692,5,female,Bachelor,Data Scientist,"Denver, CO",Remote,Python,2.2,11,10,1,4,169,October,19,No,5,3.4,Low
EMP_4693,15,female,PhD,Product Manager,"London, UK",On-site,Rust,3,28,1,31,6,394,November,10,Yes,,3.3,High
EMP_4694,5,male,Bachelor,UI/UX Designer,"Seattle, WA",Remote,Swift,2.7,16,1,1,3,129,February,17,Yes,0,4.5,Medium
EMP_4695,12,female,PhD,Software Engineer,"New York, NY",On-site,Go,3.6,27,5,0,6,483,November,8,Yes,3,4.3,Medium
EMP_4696,13,female,Master,Engineering Manager,Remote,On-site,JavaScript,4,23,12,0,7,362,September,25,Yes,5,2.3,High
EMP_4697,8,female,Master,Security Engineer,"Atlanta, GA",Remote,Python,2.6,19,8,6,3,230,November,8,No,2,4.2,Low
EMP_4698,16,male,Master,Backend Developer,"London, UK",Hybrid,Swift,3.6,21,5,1,7,455,October,5,Yes,5,3.1,High
EMP_4699,16,female,PhD,Product Manager,"Boston, MA",On-site,JavaScript,4,25,6,1,6,493,June,23,No,2,4.2,High
EMP_4700,11,female,Master,Data Scientist,"Berlin, DE",On-site,Go,2.7,18,14,2,6,455,January,12,Yes,4,3.2,Medium
EMP_4701,25,male,Bachelor,ML Engineer,"Berlin, DE",Hybrid,C++,3.3,32,15,8,11,672,July,19,Yes,1,2.5,High
EMP_4702,13,male,Master,Software Engineer,"Berlin, DE",Hybrid,JavaScript,3.1,23,11,1,7,380,June,9,No,1,4,Medium
EMP_4703,2,male,Master,ML Engineer,"Toronto, CA",On-site,Rust,3.1,16,6,5,2,196,September,9,Yes,2,2.3,Low
EMP_4704,14,male,Bachelor,Data Analyst,"Berlin, DE",Hybrid,Python,3.4,26,1,2,6,399,November,16,Yes,3,2.4,Low
EMP_4705,5,male,Master,DevOps Engineer,"Berlin, DE",On-site,Python,3.1,12,15,0,3,126,October,14,No,3,3.2,Low
EMP_4706,3,male,Bachelor,Engineering Manager,"Chicago, IL",Hybrid,Rust,2.4,12,11,3,2,119,October,23,Yes,5,1.8,Medium
EMP_4707,11,male,PhD,ML Engineer,"New York, NY",Remote,Python,2.6,21,6,1,5,390,February,23,No,,2.7,High
EMP_4708,24,male,Master,Data Scientist,"Chicago, IL",Hybrid,Go,3.9,35,10,8,9,700,July,24,Yes,5,4.5,High
EMP_4709,8,male,Bachelor,Solutions Architect,"Chicago, IL",Hybrid,TypeScript,3.6,18,7,8,4,346,February,14,Yes,0,1.2,Medium
EMP_4710,10,female,Master,Full Stack Developer,"New York, NY",Remote,Go,3.8,15,3,1,6,299,October,16,No,5,1.6,Medium
EMP_4711,5,male,Master,Solutions Architect,"Boston, MA",Remote,Swift,2.5,16,11,0,2,212,February,10,Yes,1,,Medium
EMP_4712,10,female,Master,Engineering Manager,"London, UK",On-site,Rust,3.1,20,3,15,3,304,January,10,No,3,1.5,High
EMP_4713,4,male,PhD,Solutions Architect,Remote,Remote,C++,1.8,15,15,1,6,142,January,22,Yes,4,4.7,Medium
EMP_4714,12,male,Master,Frontend Developer,"Boston, MA",On-site,JavaScript,4,23,3,23,7,413,February,,Yes,,,Medium
EMP_4715,16,female,Bachelor,Engineering Manager,"Los Angeles, CA",Hybrid,TypeScript,3.2,25,1,1,7,463,November,21,No,1,4.4,High
EMP_4716,15,male,Bachelor,Tech Lead,"Boston, MA",Remote,Swift,2.9,32,5,4,8,429,May,24,Yes,1,3,High
EMP_4717,6,male,Master,ML Engineer,"Chicago, IL",Hybrid,C++,3.1,25,5,3,4,215,November,6,Yes,3,3.2,Medium
EMP_4718,16,female,Bachelor,Engineering Manager,"Seattle, WA",On-site,TypeScript,3.3,23,9,7,7,419,January,12,Yes,0,3.5,Medium
EMP_4719,13,male,Master,Backend Developer,Remote,Hybrid,Java,3,27,7,20,5,340,January,24,Yes,5,1.6,Medium
EMP_4720,9,male,Master,Backend Developer,Remote,Hybrid,Java,2.8,19,14,14,9,573,May,24,Yes,0,3.9,Medium
EMP_4721,10,female,Bachelor,Engineering Manager,"Chicago, IL",Remote,JavaScript,2.6,24,5,11,7,286,September,5,No,4,4.3,Medium
EMP_4722,9,male,Master,Engineering Manager,"Chicago, IL",Hybrid,TypeScript,3.9,17,1,16,4,583,October,7,No,1,2.8,Medium
EMP_4723,5,male,Bachelor,Software Engineer,"Seattle, WA",Hybrid,C++,2.7,20,6,6,3,245,June,14,Yes,4,3.7,Low
EMP_4724,3,female,PhD,Frontend Developer,"Austin, TX",Hybrid,Python,3.3,19,1,11,5,288,April,10,,5,2.9,Low
EMP_4725,17,male,Bachelor,Security Engineer,"Atlanta, GA",Remote,C++,3.3,25,7,18,7,486,September,19,No,3,4.8,Medium
EMP_4726,12,female,Bachelor,Full Stack Developer,"Atlanta, GA",Remote,Python,3.1,26,4,4,7,343,September,15,Yes,3,4.7,Medium
EMP_4727,5,male,Bachelor,Solutions Architect,"Boston, MA",Remote,TypeScript,2.9,20,14,3,5,131,June,11,Yes,4,3.1,Medium
EMP_4728,17,female,Bachelor,Cloud Architect,"Los Angeles, CA",Remote,Swift,3.2,24,4,12,7,559,March,25,Yes,5,,Medium
EMP_4729,8,female,Bachelor,Solutions Architect,"London, UK",Hybrid,Java,2.2,18,14,0,2,228,April,23,No,2,,Medium
EMP_4730,18,female,PhD,QA Engineer,"New York, NY",On-site,Python,2.9,28,10,5,7,524,December,23,Yes,1,1.1,Medium
EMP_4731,6,female,Master,DevOps Engineer,"New York, NY",Remote,Go,3,15,3,23,4,329,September,25,Yes,5,2.5,Low
EMP_4732,27,female,Master,Full Stack Developer,"Atlanta, GA",Remote,Go,4.1,30,13,3,13,801,January,,,1,4.5,Medium
EMP_4733,10,male,Bachelor,Data Scientist,"Boston, MA",On-site,Swift,3.4,22,11,5,4,341,October,5,No,2,3.1,Medium
EMP_4734,16,female,Master,ML Engineer,"Toronto, CA",On-site,Go,4.8,24,7,15,7,436,January,21,Yes,5,5,Medium
EMP_4735,18,female,High School,Engineering Manager,"Berlin, DE",Remote,C++,3.7,24,14,5,9,492,October,,Yes,0,4.1,Medium
EMP_4736,3,male,Bachelor,QA Engineer,"Austin, TX",On-site,Java,2.7,16,4,16,2,313,September,20,Yes,1,3.3,Low
EMP_4737,8,male,Master,Security Engineer,"Boston, MA",On-site,Go,2.9,20,1,6,8,228,September,18,No,5,2,Medium
EMP_4738,6,female,PhD,Tech Lead,"Los Angeles, CA",Hybrid,TypeScript,3.7,14,10,18,4,291,January,22,Yes,3,2.6,Medium
EMP_4739,16,male,Bachelor,Product Manager,"Berlin, DE",Remote,Swift,4.1,24,3,17,7,528,August,11,Yes,2,,Medium
EMP_4740,3,female,Bachelor,Data Scientist,"London, UK",Hybrid,Java,3,12,12,13,2,149,November,9,No,0,2.4,Low
EMP_4741,4,female,Master,Software Engineer,"Seattle, WA",Remote,Python,2.9,12,10,2,2,114,January,5,No,5,4.4,Low
EMP_4742,8,male,Bachelor,Full Stack Developer,"Los Angeles, CA",Hybrid,Swift,2.7,18,11,4,4,227,June,15,Yes,2,1.2,Medium
EMP_4743,1,male,Bachelor,Engineering Manager,Remote,Remote,Python,3.3,20,6,13,2,125,March,5,Yes,,4.3,Low
EMP_4744,21,female,Master,Frontend Developer,"Chicago, IL",On-site,C++,3.7,32,15,14,8,531,June,14,Yes,1,3.7,Medium
EMP_4745,10,female,Bachelor,QA Engineer,"Boston, MA",Hybrid,Swift,2.8,20,6,10,4,414,April,23,No,0,3.1,Medium
EMP_4746,12,male,Master,UI/UX Designer,"Toronto, CA",Remote,Python,3.1,20,6,52,5,326,February,13,No,2,4.6,Medium
EMP_4747,11,male,Bachelor,Backend Developer,"Austin, TX",Remote,TypeScript,2.7,24,6,2,5,279,November,19,No,3,3.4,Medium
EMP_4748,0,female,High School,QA Engineer,"San Francisco, CA",Hybrid,Python,3,5,11,34,2,201,November,20,Yes,,3.9,Low
EMP_4749,11,female,Bachelor,DevOps Engineer,"Atlanta, GA",On-site,Python,3.6,20,7,2,7,463,May,22,No,1,1.7,Low
EMP_4750,13,female,PhD,Security Engineer,Remote,On-site,C++,3.3,26,7,25,6,349,September,6,,1,4.1,Medium
EMP_4751,12,male,Master,Solutions Architect,"San Francisco, CA",On-site,Python,3.5,20,5,1,5,409,July,24,No,3,1.2,High
EMP_4752,1,male,Master,Solutions Architect,"Los Angeles, CA",Hybrid,Java,3.1,9,1,7,1,51,September,12,Yes,2,1.7,Medium
EMP_4753,12,male,Bachelor,Data Scientist,"Denver, CO",Hybrid,Python,4,17,3,5,6,313,September,23,Yes,3,4.2,Medium
EMP_4754,1,female,Bachelor,Full Stack Developer,"Chicago, IL",On-site,Go,2.6,16,3,4,1,183,December,15,Yes,2,3.8,Low
EMP_4755,12,female,High School,QA Engineer,"San Francisco, CA",Hybrid,Go,2.8,17,11,7,7,303,June,20,Yes,2,,Medium
EMP_4756,14,female,Master,DevOps Engineer,"Atlanta, GA",Hybrid,Java,3.3,22,4,4,7,497,December,20,Yes,2,3.8,Medium
EMP_4757,9,male,Bachelor,Software Engineer,"Seattle, WA",Hybrid,C++,1.9,20,6,0,4,240,December,14,No,3,4.6,Medium
EMP_4758,12,male,Bachelor,Solutions Architect,"New York, NY",Remote,Java,2.5,24,13,3,6,333,December,14,Yes,1,3.8,High
EMP_4759,15,male,Bachelor,Cloud Architect,"Denver, CO",Remote,Python,4,26,8,1,7,672,May,14,No,2,1.4,Medium
EMP_4760,25,female,Bachelor,Engineering Manager,"Los Angeles, CA",Hybrid,Rust,4.6,36,10,20,9,661,January,16,Yes,5,1.4,High
EMP_4761,11,male,Master,Backend Developer,"Atlanta, GA",Hybrid,Python,3.7,27,15,3,6,330,December,25,Yes,1,2,Medium
EMP_4762,14,female,Bachelor,Security Engineer,"London, UK",Remote,Python,2.9,25,13,9,6,496,September,12,No,,4.3,Medium
EMP_4763,28,female,Bachelor,Data Analyst,"London, UK",Hybrid,Go,3.6,38,14,2,14,736,October,9,Yes,4,1.2,Medium
EMP_4764,9,male,Bachelor,Engineering Manager,Remote,On-site,JavaScript,3.2,17,3,27,5,249,May,12,Yes,4,1.5,Medium
EMP_4765,6,female,Master,Security Engineer,"Denver, CO",Remote,Swift,2.3,12,13,31,5,200,April,,Yes,2,1.8,Medium
EMP_4766,15,male,Bachelor,Product Manager,"Denver, CO",On-site,Go,3.7,29,3,0,6,379,June,5,No,1,1.7,Medium
EMP_4767,14,male,Master,Data Analyst,"Atlanta, GA",On-site,Rust,3.7,24,12,2,7,459,August,,Yes,1,2.4,Medium
EMP_4768,19,female,Bachelor,Solutions Architect,"San Francisco, CA",On-site,Java,2.9,28,12,7,8,669,May,20,Yes,2,3.4,High
EMP_4769,19,female,Master,Product Manager,"Boston, MA",Hybrid,Java,3.2,29,15,11,6,519,January,8,,0,2.1,High
EMP_4770,28,female,High School,Solutions Architect,"London, UK",Hybrid,C++,3.3,33,4,11,10,735,May,24,Yes,5,2,High
EMP_4771,9,female,Bachelor,QA Engineer,"Toronto, CA",Remote,Java,4.1,19,14,6,5,227,April,19,Yes,1,4.9,Low
EMP_4772,12,female,Bachelor,Full Stack Developer,"Chicago, IL",Remote,JavaScript,3.1,20,1,2,5,314,December,24,Yes,0,1,Medium
EMP_4773,5,female,Bachelor,ML Engineer,"Berlin, DE",Hybrid,Swift,3.3,9,1,0,1,150,April,14,Yes,0,3,Medium
EMP_4774,6,female,Bachelor,Solutions Architect,"London, UK",Remote,TypeScript,3.4,16,11,14,6,201,February,22,No,3,2.9,Low
EMP_4775,21,female,Bachelor,Product Manager,"Toronto, CA",Remote,Java,3.7,31,10,20,10,730,July,11,No,3,2.5,Medium
EMP_4776,19,male,Bachelor,Security Engineer,"Boston, MA",On-site,Python,3.8,34,12,29,10,486,April,25,Yes,3,1.7,High
EMP_4777,17,male,Bachelor,Backend Developer,"Austin, TX",Hybrid,TypeScript,3.3,32,2,7,9,434,August,,Yes,3,3.9,Medium
EMP_4778,12,male,Bachelor,Backend Developer,"Austin, TX",Remote,Rust,3.5,24,5,4,8,507,August,22,Yes,,2.8,Medium
EMP_4779,13,female,Master,Engineering Manager,"Denver, CO",On-site,Python,3.3,30,4,0,8,413,February,10,Yes,1,1.3,Medium
EMP_4780,3,female,Bachelor,Full Stack Developer,"Boston, MA",Hybrid,C++,2.5,13,14,2,3,131,January,17,Yes,4,4.6,Low
EMP_4781,12,male,Master,QA Engineer,"Seattle, WA",Hybrid,Swift,3.7,29,15,3,6,309,March,20,Yes,0,2,Medium
EMP_4782,11,female,High School,Product Manager,Remote,Remote,Swift,2.9,23,13,9,5,362,December,17,Yes,3,1.4,Low
EMP_4783,16,female,Master,Engineering Manager,"Boston, MA",Remote,Java,4,27,9,19,7,455,September,17,Yes,3,2.8,Medium
EMP_4784,21,male,Bachelor,Solutions Architect,"Boston, MA",On-site,JavaScript,4,36,10,0,8,606,February,22,No,3,3.8,High
EMP_4785,30,male,Bachelor,Cloud Architect,"New York, NY",Remote,Python,3.8,41,7,1,13,779,June,20,Yes,2,,High
EMP_4786,18,female,Bachelor,Engineering Manager,"San Francisco, CA",Remote,Python,2.6,22,4,4,10,499,April,13,No,3,1.9,High
EMP_4787,7,male,Master,UI/UX Designer,"Seattle, WA",On-site,Go,2.6,15,8,13,3,305,April,17,Yes,,3.8,Low
EMP_4788,6,male,Bachelor,QA Engineer,Remote,Hybrid,Rust,3.2,14,6,4,3,167,October,8,Yes,1,2.9,Low
EMP_4789,15,male,Bachelor,Cloud Architect,"New York, NY",Remote,Java,4,31,8,7,6,522,March,23,No,1,2.5,High
EMP_4790,8,male,Master,Data Scientist,"Seattle, WA",On-site,Java,2.9,15,7,19,3,220,July,9,Yes,3,1,Medium
EMP_4791,2,male,Bachelor,Backend Developer,"Denver, CO",On-site,JavaScript,2.9,14,4,3,2,192,March,20,No,2,1,Low
EMP_4792,14,female,Master,Security Engineer,"New York, NY",Hybrid,Swift,3.8,28,3,5,7,389,October,18,Yes,0,4.1,High
EMP_4793,2,female,Bachelor,Full Stack Developer,Remote,Hybrid,TypeScript,2.5,14,15,1,3,344,February,23,No,5,1.6,Low
EMP_4794,7,female,Bachelor,UI/UX Designer,"San Francisco, CA",Remote,TypeScript,2.6,19,13,17,3,247,March,18,No,5,3.5,Medium
EMP_4795,17,female,High School,Data Analyst,"London, UK",On-site,Java,2.9,30,14,5,6,432,June,18,Yes,4,2.8,Low
EMP_4796,11,male,Master,Data Analyst,"Austin, TX",Hybrid,Python,3.4,18,10,12,6,302,September,25,No,0,4.6,Low
EMP_4797,30,male,Bachelor,Data Analyst,"Berlin, DE",Remote,C++,4.7,46,8,16,11,1001,September,19,Yes,1,4.6,Medium
EMP_4798,3,male,Bachelor,QA Engineer,"Los Angeles, CA",On-site,TypeScript,2.8,12,8,2,3,149,July,15,Yes,3,3.9,Low
